Sales ID,Count,Open Date,Days to Make Sale,Car ID,Dealer ID,Temperature (F),Temperature Category,Weather Condition,Humidity (%),Wind Speed (mph),Wind Gust (mph),Wind Direction,Visibility (mi),Wind Chill (F),Precipitation (in),Fog (Y/N),Rain (Y/N),Snow (Y/N),Month,Month Order,Year
588114,1,25-Sep-2022,1,99110,1217,63,61-70,Clear,65,8.1,19.6,ENE,7,,0,N,N,N,Sep,9,2022
588115,1,25-Sep-2022,3,99110,1212,64,61-70,Overcast,60,13.8,,ENE,10,,0,N,N,N,Sep,9,2022
588116,1,25-Sep-2022,21,99110,1301,64,61-70,Overcast,60,13.8,,ENE,10,,0,N,N,N,Sep,9,2022
588117,1,25-Sep-2022,6,99110,1401,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588118,1,25-Sep-2022,11,99110,1402,64,61-70,Overcast,60,13.8,,ENE,10,,0,N,N,N,Sep,9,2022
588119,1,25-Sep-2022,7,87110,1224,63,61-70,Clear,65,8.1,19.6,ENE,7,,0,N,N,N,Sep,9,2022
588120,1,25-Sep-2022,3,99110,1402,64,61-70,Overcast,60,13.8,,ENE,10,,0,N,N,N,Sep,9,2022
588121,1,25-Sep-2022,4,147160,1224,64,61-70,Overcast,60,13.8,,ENE,10,,0,N,N,N,Sep,9,2022
588122,1,25-Sep-2022,5,99110,1288,63,61-70,Clear,65,8.1,19.6,ENE,7,,0,N,N,N,Sep,9,2022
588123,1,25-Sep-2022,3,99110,1301,64,61-70,Overcast,60,13.8,,ENE,10,,0,N,N,N,Sep,9,2022
588124,1,25-Sep-2022,1,99110,1288,64,61-70,Clear,60,10.4,20.7,ENE,7,,0,N,N,N,Sep,9,2022
588125,1,25-Sep-2022,1,132120,1215,64,61-70,Clear,60,10.4,20.7,ENE,7,,0,N,N,N,Sep,9,2022
588126,1,25-Sep-2022,11,99110,1401,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588127,1,25-Sep-2022,1,132120,1402,64.9,61-70,Overcast,61,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588128,1,25-Sep-2022,1,99110,1224,64.9,61-70,Overcast,61,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588129,1,25-Sep-2022,28,132120,1402,64.9,61-70,Overcast,61,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588130,1,25-Sep-2022,14,99110,1224,64.9,61-70,Overcast,61,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588131,1,25-Sep-2022,1,132120,1402,64.9,61-70,Overcast,61,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588132,1,25-Sep-2022,1,99110,1224,64.9,61-70,Overcast,61,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588133,1,25-Sep-2022,4,87110,1401,64.9,61-70,Overcast,61,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588134,1,25-Sep-2022,19,132120,1288,64.9,61-70,Overcast,61,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588135,1,25-Sep-2022,1,87110,1215,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588136,1,25-Sep-2022,1,26151,1336,64.9,61-70,Overcast,61,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588137,1,25-Sep-2022,6,99110,1215,64.9,61-70,Overcast,61,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588138,1,25-Sep-2022,6,99110,1215,64.9,61-70,Overcast,61,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588139,1,25-Sep-2022,1,26151,1336,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588140,1,25-Sep-2022,3,99110,1301,64.9,61-70,Overcast,61,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588141,1,25-Sep-2022,11,99110,1401,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588142,1,25-Sep-2022,1,87110,1288,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588143,1,25-Sep-2022,3,99110,1217,64,61-70,Clear,60,10.4,20.7,ENE,7,,0,N,N,N,Sep,9,2022
588144,1,25-Sep-2022,3,99110,1301,64.9,61-70,Overcast,61,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588145,1,25-Sep-2022,1,99110,1301,64.9,61-70,Overcast,61,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588146,1,25-Sep-2022,1,99110,1212,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588147,1,25-Sep-2022,1,87110,1401,66,61-70,Overcast,59,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588148,1,25-Sep-2022,6,147160,1401,66,61-70,Overcast,59,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588149,1,25-Sep-2022,1,99110,1224,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588150,1,25-Sep-2022,4,132120,1402,66,61-70,Overcast,59,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588151,1,25-Sep-2022,1,99110,1215,66,61-70,Overcast,59,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588152,1,25-Sep-2022,3,132120,1401,66,61-70,Overcast,59,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588153,1,25-Sep-2022,1,87110,1401,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588154,1,25-Sep-2022,1,132120,1336,66,61-70,Overcast,59,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588155,1,25-Sep-2022,3,132120,1401,66,61-70,Overcast,59,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588156,1,25-Sep-2022,2,99110,1401,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588157,1,25-Sep-2022,21,99110,1336,66,61-70,Overcast,59,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588158,1,25-Sep-2022,3,132120,1401,66,61-70,Overcast,59,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588159,1,25-Sep-2022,13,147160,1212,66,61-70,Overcast,59,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588160,1,25-Sep-2022,13,147160,1212,66,61-70,Overcast,59,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588161,1,25-Sep-2022,13,147160,1212,66,61-70,Overcast,59,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588162,1,25-Sep-2022,1,147160,1215,64,61-70,Clear,60,9.2,16.1,NE,7,,0,N,N,N,Sep,9,2022
588163,1,25-Sep-2022,24,132120,1402,66,61-70,Overcast,59,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588164,1,25-Sep-2022,13,147160,1212,66,61-70,Overcast,59,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588165,1,25-Sep-2022,6,147160,1224,64,61-70,Clear,60,9.2,16.1,NE,7,,0,N,N,N,Sep,9,2022
588166,1,25-Sep-2022,21,132120,1402,66,61-70,Overcast,59,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588167,1,25-Sep-2022,21,99110,1288,64,61-70,Clear,60,9.2,16.1,NE,7,,0,N,N,N,Sep,9,2022
588168,1,25-Sep-2022,25,99110,1288,64,61-70,Clear,60,9.2,16.1,NE,7,,0,N,N,N,Sep,9,2022
588169,1,25-Sep-2022,3,99110,1301,64,61-70,Overcast,63,11.5,,ENE,10,,0,N,N,N,Sep,9,2022
588170,1,25-Sep-2022,1,132120,1224,64,61-70,Overcast,63,11.5,,ENE,10,,0,N,N,N,Sep,9,2022
588171,1,25-Sep-2022,1,147160,1215,64,61-70,Overcast,63,11.5,,ENE,10,,0,N,N,N,Sep,9,2022
588172,1,25-Sep-2022,1,132120,1212,64,61-70,Overcast,63,11.5,,ENE,10,,0,N,N,N,Sep,9,2022
588173,1,25-Sep-2022,3,99110,1336,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588174,1,25-Sep-2022,1,99110,1401,64,61-70,Overcast,63,11.5,,ENE,10,,0,N,N,N,Sep,9,2022
588175,1,25-Sep-2022,18,99110,1222,64,61-70,Overcast,63,11.5,,ENE,10,,0,N,N,N,Sep,9,2022
588176,1,25-Sep-2022,1,99110,1401,64,61-70,Overcast,63,11.5,,ENE,10,,0,N,N,N,Sep,9,2022
588177,1,25-Sep-2022,1,99110,1401,64,61-70,Overcast,63,11.5,,ENE,10,,0,N,N,N,Sep,9,2022
588178,1,25-Sep-2022,3,99110,1401,64,61-70,Overcast,63,11.5,,ENE,10,,0,N,N,N,Sep,9,2022
588179,1,25-Sep-2022,1,87110,1401,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588180,1,25-Sep-2022,1,87110,1401,64,61-70,Overcast,63,11.5,,ENE,10,,0,N,N,N,Sep,9,2022
588181,1,25-Sep-2022,3,99110,1217,63,61-70,Clear,58,6.9,,ENE,7,,0,N,N,N,Sep,9,2022
588182,1,25-Sep-2022,1,99110,1401,63,61-70,Overcast,63,11.5,,East,10,,0,N,N,N,Sep,9,2022
588183,1,25-Sep-2022,1,132120,1301,63,61-70,Overcast,63,11.5,,East,10,,0,N,N,N,Sep,9,2022
588184,1,25-Sep-2022,1,99110,1222,63,61-70,Overcast,63,11.5,,East,10,,0,N,N,N,Sep,9,2022
588185,1,25-Sep-2022,1,99110,1401,63,61-70,Overcast,63,11.5,,East,10,,0,N,N,N,Sep,9,2022
588186,1,25-Sep-2022,4,99110,1402,63,61-70,Overcast,63,11.5,,East,10,,0,N,N,N,Sep,9,2022
588187,1,25-Sep-2022,1,99110,1402,63,61-70,Overcast,63,11.5,,East,10,,0,N,N,N,Sep,9,2022
588188,1,25-Sep-2022,6,99110,1215,63,61-70,Overcast,63,11.5,,East,10,,0,N,N,N,Sep,9,2022
588189,1,25-Sep-2022,1,147160,1217,63,61-70,Clear,58,6.9,,ENE,7,,0,N,N,N,Sep,9,2022
588190,1,25-Sep-2022,1,87110,1222,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588191,1,25-Sep-2022,1,99110,1222,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588192,1,25-Sep-2022,1,26151,1288,61,61-70,Clear,60,8.1,,ENE,7,,0,N,N,N,Sep,9,2022
588193,1,25-Sep-2022,4,132120,1402,62.1,61-70,Overcast,65,12.7,,East,10,,0,N,N,N,Sep,9,2022
588194,1,25-Sep-2022,1,99110,1301,62.1,61-70,Overcast,65,12.7,,East,10,,0,N,N,N,Sep,9,2022
588195,1,25-Sep-2022,1,132120,1224,61,61-70,Clear,60,8.1,,ENE,7,,0,N,N,N,Sep,9,2022
588196,1,25-Sep-2022,3,99110,1212,60.1,61-70,Overcast,67,9.2,,East,10,,0,N,N,N,Sep,9,2022
588197,1,25-Sep-2022,1,147160,1224,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588198,1,25-Sep-2022,1,99110,1402,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588199,1,25-Sep-2022,1,99110,1401,60.1,61-70,Overcast,67,9.2,,East,10,,0,N,N,N,Sep,9,2022
588200,1,25-Sep-2022,25,87110,1288,60.1,61-70,Overcast,67,9.2,,East,10,,0,N,N,N,Sep,9,2022
588201,1,25-Sep-2022,3,99110,1217,59,51-60,Clear,64,9.2,,East,7,,0,N,N,N,Sep,9,2022
588202,1,25-Sep-2022,1,99110,1401,59,51-60,Overcast,69,6.9,,East,10,,0,N,N,N,Sep,9,2022
588203,1,25-Sep-2022,1,99110,1401,59,51-60,Overcast,69,6.9,,East,10,,0,N,N,N,Sep,9,2022
588204,1,25-Sep-2022,1,99110,1401,59,51-60,Overcast,69,6.9,,East,10,,0,N,N,N,Sep,9,2022
588205,1,25-Sep-2022,1,99110,1401,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588206,1,25-Sep-2022,17,147160,1401,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588207,1,25-Sep-2022,1,99110,1301,55.9,51-60,Clear,75,8.1,,East,7,,0,N,N,N,Sep,9,2022
588208,1,25-Sep-2022,7,147160,1402,57.9,51-60,Scattered Clouds,72,6.9,,East,10,,0,N,N,N,Sep,9,2022
588209,1,26-Sep-2022,1,87110,1336,57,51-60,Partly Cloudy,72,0,,North,10,,0,N,N,N,Sep,9,2022
588210,1,26-Sep-2022,1,99110,1288,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588211,1,26-Sep-2022,1,132120,1301,57,51-60,Partly Cloudy,72,0,,North,10,,0,N,N,N,Sep,9,2022
588212,1,26-Sep-2022,2,132120,1301,57,51-60,Partly Cloudy,72,0,,North,10,,0,N,N,N,Sep,9,2022
588213,1,26-Sep-2022,1,132120,1224,54,51-60,Clear,80,8.1,,ENE,7,,0,N,N,N,Sep,9,2022
588214,1,26-Sep-2022,1,99110,1224,51.1,51-60,Partly Cloudy,80,5.8,,North,10,,0,N,N,N,Sep,9,2022
588215,1,26-Sep-2022,1,99110,1288,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588216,1,26-Sep-2022,1,99110,1401,53.1,51-60,Partly Cloudy,80,9.2,,North,10,,0,N,N,N,Sep,9,2022
588217,1,26-Sep-2022,1,99110,1222,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588218,1,26-Sep-2022,1,99110,1402,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588219,1,26-Sep-2022,1,99110,1288,51.1,51-60,Clear,80,10.4,,NNE,7,,0,N,N,N,Sep,9,2022
588220,1,26-Sep-2022,1,99110,1402,53.1,51-60,Partly Cloudy,80,9.2,,North,10,,0,N,N,N,Sep,9,2022
588221,1,26-Sep-2022,1,132120,1215,57.9,51-60,Partly Cloudy,72,13.8,,North,10,,0,N,N,N,Sep,9,2022
588222,1,26-Sep-2022,9,99110,1401,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588223,1,26-Sep-2022,1,132120,1401,57.9,51-60,Partly Cloudy,72,13.8,,North,10,,0,N,N,N,Sep,9,2022
588224,1,26-Sep-2022,2,99110,1215,57.9,51-60,Partly Cloudy,72,13.8,,North,10,,0,N,N,N,Sep,9,2022
588225,1,26-Sep-2022,1,99110,1288,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588226,1,26-Sep-2022,1,87110,1336,57.9,51-60,Partly Cloudy,72,13.8,,North,10,,0,N,N,N,Sep,9,2022
588227,1,26-Sep-2022,1,99110,1401,57.9,51-60,Partly Cloudy,72,13.8,,North,10,,0,N,N,N,Sep,9,2022
588228,1,26-Sep-2022,3,132120,1336,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588229,1,26-Sep-2022,1,132120,1217,59,51-60,Clear,72,10.4,21.9,ENE,7,,0,N,N,N,Sep,9,2022
588230,1,26-Sep-2022,1,87110,1336,61,61-70,Scattered Clouds,62,15,23,NE,10,,0,N,N,N,Sep,9,2022
588231,1,26-Sep-2022,5,99110,1401,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588232,1,26-Sep-2022,11,87110,1215,61,61-70,Scattered Clouds,62,15,23,NE,10,,0,N,N,N,Sep,9,2022
588233,1,26-Sep-2022,3,132120,1224,61,61-70,Scattered Clouds,62,15,23,NE,10,,0,N,N,N,Sep,9,2022
588234,1,26-Sep-2022,1,87110,1401,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588235,1,26-Sep-2022,2,99110,1402,61,61-70,Scattered Clouds,62,15,23,NE,10,,0,N,N,N,Sep,9,2022
588236,1,26-Sep-2022,3,147160,1224,61,61-70,Scattered Clouds,62,15,23,NE,10,,0,N,N,N,Sep,9,2022
588237,1,26-Sep-2022,5,132120,1402,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588238,1,26-Sep-2022,3,87110,1336,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588239,1,26-Sep-2022,2,99110,1224,60.1,61-70,Clear,62,18.4,25.3,ENE,7,,0,N,N,N,Sep,9,2022
588240,1,26-Sep-2022,2,99110,1402,62.1,61-70,Overcast,60,15,,NNE,10,,0,N,N,N,Sep,9,2022
588241,1,26-Sep-2022,1,26151,1288,60.1,61-70,Clear,62,18.4,25.3,ENE,7,,0,N,N,N,Sep,9,2022
588242,1,26-Sep-2022,3,99110,1401,62.1,61-70,Overcast,60,15,,NNE,10,,0,N,N,N,Sep,9,2022
588243,1,26-Sep-2022,11,87110,1222,62.1,61-70,Overcast,60,15,,NNE,10,,0,N,N,N,Sep,9,2022
588244,1,26-Sep-2022,6,147160,1217,59,51-60,Clear,67,11.5,24.2,ENE,7,,0,N,N,N,Sep,9,2022
588245,1,26-Sep-2022,2,99110,1224,63,61-70,Overcast,58,13.8,,NE,10,,0,N,N,N,Sep,9,2022
588246,1,26-Sep-2022,2,99110,1288,59,51-60,Clear,67,11.5,24.2,ENE,7,,0,N,N,N,Sep,9,2022
588247,1,26-Sep-2022,2,99110,1217,59,51-60,Clear,67,11.5,24.2,ENE,7,,0,N,N,N,Sep,9,2022
588248,1,26-Sep-2022,1,99110,1215,59,51-60,Clear,67,11.5,24.2,ENE,7,,0,N,N,N,Sep,9,2022
588249,1,26-Sep-2022,2,87110,1217,61,61-70,Clear,54,12.7,21.9,NE,7,,0,N,N,N,Sep,9,2022
588250,1,26-Sep-2022,1,99110,1215,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588251,1,26-Sep-2022,2,147160,1402,62.1,61-70,Clear,56,15,,ENE,10,,0,N,N,N,Sep,9,2022
588252,1,26-Sep-2022,1,99110,1217,61,61-70,Clear,48,13.8,21.9,ENE,7,,0,N,N,N,Sep,9,2022
588253,1,26-Sep-2022,17,87110,1301,61,61-70,Clear,48,13.8,21.9,ENE,7,,0,N,N,N,Sep,9,2022
588254,1,26-Sep-2022,2,99110,1215,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588255,1,26-Sep-2022,1,99110,1401,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588256,1,26-Sep-2022,5,87110,1301,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588257,1,26-Sep-2022,11,99110,1288,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588258,1,26-Sep-2022,1,87110,1401,61,61-70,Overcast,50,16.1,,ENE,10,,0,N,N,N,Sep,9,2022
588259,1,26-Sep-2022,2,99110,1402,61,61-70,Overcast,50,16.1,,ENE,10,,0,N,N,N,Sep,9,2022
588260,1,26-Sep-2022,1,99110,1212,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588261,1,26-Sep-2022,1,87110,1336,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588262,1,26-Sep-2022,1,99110,1222,59,51-60,Overcast,55,13.8,,ENE,10,,0,N,N,N,Sep,9,2022
588263,1,26-Sep-2022,1,132120,1401,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588264,1,26-Sep-2022,2,87110,1288,55.9,51-60,Clear,53,11.5,19.6,East,7,,0,N,N,N,Sep,9,2022
588265,1,26-Sep-2022,1,147160,1212,59,51-60,Overcast,55,13.8,,ENE,10,,0,N,N,N,Sep,9,2022
588266,1,26-Sep-2022,1,99110,1401,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588267,1,26-Sep-2022,1,87110,1402,57,51-60,Overcast,51,12.7,,ENE,10,,0,N,N,N,Sep,9,2022
588268,1,26-Sep-2022,4,87110,1402,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588269,1,26-Sep-2022,1,147160,1215,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588270,1,26-Sep-2022,1,99110,1212,55.9,51-60,Overcast,53,10.4,,ENE,10,,0,N,N,N,Sep,9,2022
588271,1,26-Sep-2022,1,99110,1212,55.9,51-60,Overcast,53,10.4,,ENE,10,,0,N,N,N,Sep,9,2022
588272,1,26-Sep-2022,1,99110,1401,55.9,51-60,Overcast,55,9.2,,East,10,,0,N,N,N,Sep,9,2022
588273,1,26-Sep-2022,1,99110,1217,50,41-50,Clear,66,10.4,,East,7,,0,N,N,N,Sep,9,2022
588274,1,26-Sep-2022,1,87110,1401,55,51-60,Overcast,64,6.9,,ENE,10,,0,N,N,N,Sep,9,2022
588275,1,26-Sep-2022,1,147160,1401,55,51-60,Overcast,64,6.9,,ENE,10,,0,N,N,N,Sep,9,2022
588276,1,26-Sep-2022,1,87110,1402,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588277,1,26-Sep-2022,1,99110,1402,55,51-60,Overcast,67,6.9,,East,10,,0,N,N,N,Sep,9,2022
588278,1,26-Sep-2022,1,87110,1402,55,51-60,Overcast,67,6.9,,East,10,,0,N,N,N,Sep,9,2022
588279,1,26-Sep-2022,1,132120,1301,54,51-60,Overcast,72,5.8,,East,10,,0,N,N,N,Sep,9,2022
588280,1,26-Sep-2022,6,99110,1224,54,51-60,Overcast,72,5.8,,East,10,,0,N,N,N,Sep,9,2022
588281,1,27-Sep-2022,2,132120,1401,52,51-60,Overcast,74,5.8,,WNW,10,,0,N,N,N,Sep,9,2022
588282,1,27-Sep-2022,1,87110,1336,50,41-50,Overcast,77,5.8,,NW,10,,0,N,N,N,Sep,9,2022
588283,1,27-Sep-2022,1,99110,1336,50,41-50,Overcast,77,5.8,,NW,10,,0,N,N,N,Sep,9,2022
588284,1,27-Sep-2022,1,147160,1402,48,41-50,Partly Cloudy,80,5.8,,NW,10,,0,N,N,N,Sep,9,2022
588285,1,27-Sep-2022,2,132120,1401,51.1,51-60,Partly Cloudy,71,4.6,,NW,10,,0,N,N,N,Sep,9,2022
588286,1,27-Sep-2022,1,87110,1336,51.1,51-60,Partly Cloudy,71,4.6,,NW,10,,0,N,N,N,Sep,9,2022
588287,1,27-Sep-2022,1,99110,1336,51.1,51-60,Partly Cloudy,71,4.6,,NW,10,,0,N,N,N,Sep,9,2022
588288,1,27-Sep-2022,2,99110,1301,51.1,51-60,Partly Cloudy,71,4.6,,NW,10,,0,N,N,N,Sep,9,2022
588289,1,27-Sep-2022,1,26151,1401,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588290,1,27-Sep-2022,1,99110,1401,55,51-60,Partly Cloudy,64,3.5,,NW,10,,0,N,N,N,Sep,9,2022
588291,1,27-Sep-2022,2,147160,1401,55,51-60,Partly Cloudy,64,3.5,,NW,10,,0,N,N,N,Sep,9,2022
588292,1,27-Sep-2022,1,99110,1301,55,51-60,Partly Cloudy,64,3.5,,NW,10,,0,N,N,N,Sep,9,2022
588293,1,27-Sep-2022,4,132120,1222,55,51-60,Partly Cloudy,64,3.5,,NW,10,,0,N,N,N,Sep,9,2022
588294,1,27-Sep-2022,1,99110,1217,53.1,51-60,Clear,71,3.5,,North,7,,0,N,N,N,Sep,9,2022
588295,1,27-Sep-2022,4,99110,1288,53.1,51-60,Clear,71,3.5,,North,7,,0,N,N,N,Sep,9,2022
588296,1,27-Sep-2022,1,87110,1402,55,51-60,Partly Cloudy,64,3.5,,NW,10,,0,N,N,N,Sep,9,2022
588297,1,27-Sep-2022,1,87110,1402,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588298,1,27-Sep-2022,1,26151,1217,55.9,51-60,Clear,69,3.5,,Variable,7,,0,N,N,N,Sep,9,2022
588299,1,27-Sep-2022,1,87110,1215,59,51-60,Clear,58,3.5,,Variable,7,,0,N,N,N,Sep,9,2022
588300,1,27-Sep-2022,1,99110,1222,61,61-70,Partly Cloudy,60,4.6,,Variable,10,,0,N,N,N,Sep,9,2022
588301,1,27-Sep-2022,1,99110,1212,61,61-70,Partly Cloudy,60,4.6,,Variable,10,,0,N,N,N,Sep,9,2022
588302,1,27-Sep-2022,1,87110,1402,61,61-70,Partly Cloudy,60,4.6,,Variable,10,,0,N,N,N,Sep,9,2022
588303,1,27-Sep-2022,1,99110,1224,59,51-60,Clear,58,3.5,,Variable,7,,0,N,N,N,Sep,9,2022
588304,1,27-Sep-2022,2,147160,1215,61,61-70,Partly Cloudy,60,4.6,,Variable,10,,0,N,N,N,Sep,9,2022
588305,1,27-Sep-2022,1,132120,1215,61,61-70,Partly Cloudy,60,4.6,,Variable,10,,0,N,N,N,Sep,9,2022
588306,1,27-Sep-2022,1,87110,1288,59,51-60,Clear,58,3.5,,Variable,7,,0,N,N,N,Sep,9,2022
588307,1,27-Sep-2022,1,132120,1401,61,61-70,Partly Cloudy,60,4.6,,Variable,10,,0,N,N,N,Sep,9,2022
588308,1,27-Sep-2022,1,147160,1224,61,61-70,Partly Cloudy,60,4.6,,Variable,10,,0,N,N,N,Sep,9,2022
588309,1,27-Sep-2022,1,26151,1215,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588310,1,27-Sep-2022,2,99110,1224,61,61-70,Partly Cloudy,60,4.6,,Variable,10,,0,N,N,N,Sep,9,2022
588311,1,27-Sep-2022,1,87110,1401,61,61-70,Partly Cloudy,60,4.6,,Variable,10,,0,N,N,N,Sep,9,2022
588312,1,27-Sep-2022,1,87110,1215,61,61-70,Partly Cloudy,62,6.9,,ESE,10,,0,N,N,N,Sep,9,2022
588313,1,27-Sep-2022,1,99110,1402,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588314,1,27-Sep-2022,1,87110,1402,63,61-70,Partly Cloudy,60,6.9,,ESE,10,,0,N,N,N,Sep,9,2022
588315,1,27-Sep-2022,1,87110,1224,63,61-70,Partly Cloudy,60,6.9,,ESE,10,,0,N,N,N,Sep,9,2022
588316,1,27-Sep-2022,4,99110,1215,63,61-70,Partly Cloudy,60,6.9,,ESE,10,,0,N,N,N,Sep,9,2022
588317,1,27-Sep-2022,1,87110,1402,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588318,1,27-Sep-2022,9,99110,1336,63,61-70,Partly Cloudy,60,6.9,,ESE,10,,0,N,N,N,Sep,9,2022
588319,1,27-Sep-2022,25,147160,1401,63,61-70,Partly Cloudy,65,9.2,,East,10,,0,N,N,N,Sep,9,2022
588320,1,27-Sep-2022,1,99110,1222,63,61-70,Partly Cloudy,65,9.2,,East,10,,0,N,N,N,Sep,9,2022
588321,1,27-Sep-2022,1,99110,1402,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588322,1,27-Sep-2022,1,99110,1301,,,Clear,,,,,7,,0,N,N,N,Sep,9,2022
588323,1,27-Sep-2022,23,147160,1222,63,61-70,Partly Cloudy,65,9.2,,East,10,,0,N,N,N,Sep,9,2022
588324,1,27-Sep-2022,4,99110,1336,63,61-70,Partly Cloudy,65,9.2,,East,10,,0,N,N,N,Sep,9,2022
588325,1,27-Sep-2022,1,87110,1402,63,61-70,Partly Cloudy,65,9.2,,East,10,,0,N,N,N,Sep,9,2022
588326,1,27-Sep-2022,1,87110,1288,70,61-70,Clear,44,3.5,,Variable,7,,0,N,N,N,Sep,9,2022
588327,1,27-Sep-2022,1,147160,1222,63,61-70,Scattered Clouds,70,11.5,,ESE,10,,0,N,N,N,Sep,9,2022
588328,1,27-Sep-2022,1,87110,1301,70,61-70,Clear,44,3.5,,Variable,7,,0,N,N,N,Sep,9,2022
588329,1,27-Sep-2022,1,132120,1224,63,61-70,Scattered Clouds,70,11.5,,ESE,10,,0,N,N,N,Sep,9,2022
588330,1,27-Sep-2022,1,147160,1301,63,61-70,Scattered Clouds,70,11.5,,ESE,10,,0,N,N,N,Sep,9,2022
588331,1,27-Sep-2022,3,99110,1336,63,61-70,Scattered Clouds,70,11.5,,ESE,10,,0,N,N,N,Sep,9,2022
588332,1,27-Sep-2022,1,99110,1215,63,61-70,Scattered Clouds,70,11.5,,ESE,10,,0,N,N,N,Sep,9,2022
588333,1,27-Sep-2022,8,99110,1212,63,61-70,Scattered Clouds,70,11.5,,ESE,10,,0,N,N,N,Sep,9,2022
588334,1,27-Sep-2022,1,147160,1288,68,61-70,Clear,49,4.6,,Variable,7,,0,N,N,N,Sep,9,2022
588335,1,27-Sep-2022,1,26151,1301,63,61-70,Scattered Clouds,75,13.8,,ESE,10,,0,N,N,N,Sep,9,2022
